model	language	task	perturbation	probing_location	dev_acc	test_acc	probing_location_better
mBERT	Bulgarian	number_verb	mBERT-rand-lc-1	last	71.7	76.2	True
mBERT	Bulgarian	person_verb	mBERT-rand-lc-1	last	80.65	82.5870646766169	True
mBERT	Bulgarian	tense_verb	mBERT-rand-lc-1	last	66.85	67.56218905472636	True
mBERT	Bulgarian	verbform_verb	mBERT-rand-lc-1	last	79.35	80.15	True
mBERT	Bulgarian	voice_verb	mBERT-rand-lc-1	last	82.55	77.7	True
mBERT	Catalan	gender_adj	mBERT-rand-lc-1	last	80.2	78.95	True
mBERT	Catalan	gender_noun	mBERT-rand-lc-1	last	73.0	70.7	True
mBERT	Catalan	mood_verb	mBERT-rand-lc-1	last	90.25	84.7	True
mBERT	Catalan	number_adj	mBERT-rand-lc-1	last	99.0	99.0	True
mBERT	Catalan	number_noun	mBERT-rand-lc-1	last	99.0	97.5	True
mBERT	Catalan	number_verb	mBERT-rand-lc-1	last	96.0	97.15	True
mBERT	Catalan	tense_verb	mBERT-rand-lc-1	last	65.3	65.9	True
mBERT	Catalan	verbform_verb	mBERT-rand-lc-1	last	83.66336633663366	83.01980198019801	True
mBERT	Croatian	case_adj	mBERT-rand-lc-1	last	63.85	60.54455445544554	True
mBERT	Croatian	case_noun	mBERT-rand-lc-1	last	49.75369458128079	49.26470588235294	True
mBERT	Croatian	definite_adj	mBERT-rand-lc-1	last	97.55	97.1	True
mBERT	Croatian	gender_adj	mBERT-rand-lc-1	last	74.92537313432837	67.81094527363184	True
mBERT	Croatian	gender_noun	mBERT-rand-lc-1	last	55.77114427860697	51.442786069651746	True
mBERT	Croatian	number_adj	mBERT-rand-lc-1	last	79.95	81.7	True
mBERT	Croatian	number_noun	mBERT-rand-lc-1	last	77.95	75.05	True
mBERT	Croatian	number_verb	mBERT-rand-lc-1	last	83.65	81.05	True
mBERT	Croatian	tense_verb	mBERT-rand-lc-1	last	77.3	70.9	True
mBERT	Croatian	verbform_verb	mBERT-rand-lc-1	last	73.23383084577115	77.2139303482587	True
mBERT	Czech	animacy_adj	mBERT-rand-lc-1	last	63.35	60.4	True
mBERT	Czech	animacy_noun	mBERT-rand-lc-1	last	69.05	69.1	True
mBERT	Czech	animacy_propn	mBERT-rand-lc-1	last	70.65	69.75	True
mBERT	Czech	animacy_verb	mBERT-rand-lc-1	last	93.8	93.85	True
mBERT	Czech	aspect_adj	mBERT-rand-lc-1	last	74.3	72.7	True
mBERT	Czech	aspect_verb	mBERT-rand-lc-1	last	67.3	55.6	True
mBERT	Czech	case_adj	mBERT-rand-lc-1	last	55.68627450980392	54.16666666666667	True
mBERT	Czech	case_propn	mBERT-rand-lc-1	last	62.107843137254896	54.656862745098046	True
mBERT	Czech	degree_adj	mBERT-rand-lc-1	last	60.55	63.95	True
mBERT	Czech	gender_adj	mBERT-rand-lc-1	last	61.59203980099503	57.014925373134325	True
mBERT	Czech	gender_noun	mBERT-rand-lc-1	last	60.497512437810954	60.0497512437811	True
mBERT	Czech	gender_propn	mBERT-rand-lc-1	last	56.119402985074636	54.875621890547265	True
mBERT	Czech	gender_verb	mBERT-rand-lc-1	last	89.65174129353234	82.48756218905473	True
mBERT	Czech	mood_verb	mBERT-rand-lc-1	last	82.15	64.3	True
mBERT	Czech	nametype_propn	mBERT-rand-lc-1	last	30.492610837438423	30.85	True
mBERT	Czech	number_adj	mBERT-rand-lc-1	last	82.3	86.05	True
mBERT	Czech	number_noun	mBERT-rand-lc-1	last	81.7	74.15	True
mBERT	Czech	number_propn	mBERT-rand-lc-1	last	81.75	79.25	True
mBERT	Czech	number_verb	mBERT-rand-lc-1	last	82.0	77.55	True
mBERT	Czech	person_verb	mBERT-rand-lc-1	last	73.98009950248756	68.35820895522389	True
mBERT	Czech	polarity_adj	mBERT-rand-lc-1	last	58.85	57.55	True
mBERT	Czech	polarity_verb	mBERT-rand-lc-1	last	56.0	53.5	True
mBERT	Czech	voice_adj	mBERT-rand-lc-1	last	93.35	94.65	True
mBERT	Danish	definite_noun	mBERT-rand-lc-1	last	81.0	81.45	True
mBERT	Danish	gender_noun	mBERT-rand-lc-1	last	76.2	70.65	True
mBERT	Danish	number_noun	mBERT-rand-lc-1	last	82.2	82.9	True
mBERT	Danish	tense_verb	mBERT-rand-lc-1	last	90.5	90.05	True
mBERT	Danish	verbform_verb	mBERT-rand-lc-1	last	75.22388059701493	74.92537313432835	True
mBERT	Dutch	gender_noun	mBERT-rand-lc-1	last	64.05	66.65	True
mBERT	Dutch	gender_propn	mBERT-rand-lc-1	last	51.75	52.8	True
mBERT	Dutch	number_noun	mBERT-rand-lc-1	last	97.1	95.95	True
mBERT	Dutch	verbform_verb	mBERT-rand-lc-1	last	76.11940298507463	75.22388059701493	True
mBERT	English	number_noun	mBERT-rand-lc-1	last	94.35	96.65	True
mBERT	English	tense_verb	mBERT-rand-lc-1	last	95.7	95.65	True
mBERT	English	verbform_verb	mBERT-rand-lc-1	last	70.7	74.7	True
mBERT	Estonian	case_adj	mBERT-rand-lc-1	last	59.8	58.95	True
mBERT	Estonian	case_noun	mBERT-rand-lc-1	last	45.857142857142854	40.76190476190476	True
mBERT	Estonian	number_adj	mBERT-rand-lc-1	last	73.45	70.6	True
mBERT	Estonian	number_noun	mBERT-rand-lc-1	last	77.35	75.55	True
mBERT	Estonian	number_verb	mBERT-rand-lc-1	last	96.55	96.5	True
mBERT	Estonian	person_verb	mBERT-rand-lc-1	last	82.98507462686567	75.6	True
mBERT	Estonian	tense_adj	mBERT-rand-lc-1	last	94.65	89.05	True
mBERT	Estonian	tense_verb	mBERT-rand-lc-1	last	73.5	70.55	True
mBERT	Estonian	verbform_verb	mBERT-rand-lc-1	last	72.5	69.40594059405939	True
mBERT	Estonian	voice_adj	mBERT-rand-lc-1	last	79.5	78.5	True
mBERT	Estonian	voice_verb	mBERT-rand-lc-1	last	74.8	66.35	True
mBERT	Finnish	case_adj	mBERT-rand-lc-1	last	41.63461538461537	40.143540669856456	True
mBERT	Finnish	case_noun	mBERT-rand-lc-1	last	40.14492753623188	35.373134328358205	True
mBERT	Finnish	case_propn	mBERT-rand-lc-1	last	50.29702970297029	47.5	True
mBERT	Finnish	case_verb	mBERT-rand-lc-1	last	30.047619047619047	31.904761904761905	True
mBERT	Finnish	degree_adj	mBERT-rand-lc-1	last	52.95	43.134328358208954	True
mBERT	Finnish	derivation_adj	mBERT-rand-lc-1	last	35.05	23.2	True
mBERT	Finnish	derivation_noun	mBERT-rand-lc-1	last	43.26732673267326	36.3	True
mBERT	Finnish	infform_verb	mBERT-rand-lc-1	last	61.35	46.766169154228855	True
mBERT	Finnish	mood_verb	mBERT-rand-lc-1	last	56.51741293532338	55.42288557213931	True
mBERT	Finnish	number_adj	mBERT-rand-lc-1	last	67.7	64.65	True
mBERT	Finnish	number_noun	mBERT-rand-lc-1	last	62.7	61.75	True
mBERT	Finnish	number_verb	mBERT-rand-lc-1	last	72.95	77.15	True
mBERT	Finnish	partform_verb	mBERT-rand-lc-1	last	54.97512437810944	49.1542288557214	True
mBERT	Finnish	tense_verb	mBERT-rand-lc-1	last	75.2	70.4	True
mBERT	Finnish	verbform_verb	mBERT-rand-lc-1	last	56.31840796019901	52.83582089552239	True
mBERT	Finnish	voice_verb	mBERT-rand-lc-1	last	68.85	69.4	True
mBERT	French	gender_adj	mBERT-rand-lc-1	last	70.1	71.05	True
mBERT	French	gender_noun	mBERT-rand-lc-1	last	68.95	67.35	True
mBERT	French	gender_verb	mBERT-rand-lc-1	last	86.0	80.95	True
mBERT	French	number_adj	mBERT-rand-lc-1	last	99.65	95.9	True
mBERT	French	number_noun	mBERT-rand-lc-1	last	93.0	96.65	True
mBERT	French	number_verb	mBERT-rand-lc-1	last	91.6	90.75	True
mBERT	French	tense_verb	mBERT-rand-lc-1	last	62.95	56.930693069306926	True
mBERT	French	verbform_verb	mBERT-rand-lc-1	last	81.29353233830845	76.01990049751245	True
mBERT	German	case_adj	mBERT-rand-lc-1	last	52.8	45.15	True
mBERT	German	case_noun	mBERT-rand-lc-1	last	49.25	40.95	True
mBERT	German	case_propn	mBERT-rand-lc-1	last	52.3	47.65	True
mBERT	German	gender_adj	mBERT-rand-lc-1	last	54.7	53.28358208955224	True
mBERT	German	gender_noun	mBERT-rand-lc-1	last	49.950248756218905	51.14427860696518	True
mBERT	German	gender_propn	mBERT-rand-lc-1	last	51.6	43.88059701492537	True
mBERT	German	number_adj	mBERT-rand-lc-1	last	69.8	57.75	True
mBERT	German	number_noun	mBERT-rand-lc-1	last	78.35	74.75	True
mBERT	German	number_verb	mBERT-rand-lc-1	last	98.3	99.75	True
mBERT	German	tense_verb	mBERT-rand-lc-1	last	80.1	67.55	True
mBERT	German	verbform_verb	mBERT-rand-lc-1	last	77.25	70.1492537313433	True
mBERT	Greek	aspect_verb	mBERT-rand-lc-1	last	79.4	69.15	True
mBERT	Greek	case_noun	mBERT-rand-lc-1	last	67.06467661691542	65.27363184079603	True
mBERT	Greek	gender_noun	mBERT-rand-lc-1	last	62.33830845771145	56.21890547263681	True
mBERT	Greek	number_noun	mBERT-rand-lc-1	last	76.9	63.2	True
mBERT	Greek	voice_verb	mBERT-rand-lc-1	last	58.15	56.5	True
mBERT	Hebrew	gender_noun	mBERT-rand-lc-1	last	94.75	94.0	True
mBERT	Hebrew	gender_verb	mBERT-rand-lc-1	last	84.1	75.7	True
mBERT	Hebrew	hebbinyan_verb	mBERT-rand-lc-1	last	23.582089552238802	16.847290640394085	True
mBERT	Hebrew	number_noun	mBERT-rand-lc-1	last	84.2	87.4	True
mBERT	Hebrew	number_verb	mBERT-rand-lc-1	last	90.1	90.25	True
mBERT	Hindi	case_adj	mBERT-rand-lc-1	last	64.85	70.75	True
mBERT	Hindi	case_noun	mBERT-rand-lc-1	last	67.7	66.3	True
mBERT	Hindi	case_propn	mBERT-rand-lc-1	last	55.8	50.0	True
mBERT	Hindi	gender_noun	mBERT-rand-lc-1	last	68.45	69.15	True
mBERT	Hindi	gender_propn	mBERT-rand-lc-1	last	71.75	67.5	True
mBERT	Hindi	number_noun	mBERT-rand-lc-1	last	85.3	88.1	True
mBERT	Hungarian	number[psor]_noun	mBERT-rand-lc-1	last	68.05	64.5	True
mBERT	Hungarian	number_noun	mBERT-rand-lc-1	last	72.9	78.85	True
mBERT	Hungarian	person[psor]_noun	mBERT-rand-lc-1	last	65.7	70.5	True
mBERT	Italian	gender_adj	mBERT-rand-lc-1	last	100.0	88.75	True
mBERT	Italian	gender_noun	mBERT-rand-lc-1	last	84.4	78.15	True
mBERT	Italian	number_adj	mBERT-rand-lc-1	last	90.95	81.45	True
mBERT	Italian	number_noun	mBERT-rand-lc-1	last	87.95	83.6	True
mBERT	Italian	number_verb	mBERT-rand-lc-1	last	74.2	82.45	True
mBERT	Italian	person_verb	mBERT-rand-lc-1	last	70.65	60.85	True
mBERT	Italian	tense_verb	mBERT-rand-lc-1	last	43.7	38.15	True
mBERT	Italian	verbform_verb	mBERT-rand-lc-1	last	59.7	59.25	True
mBERT	Latin	aspect_verb	mBERT-rand-lc-1	last	82.9	79.7	True
mBERT	Latin	case_verb	mBERT-rand-lc-1	last	57.761194029850756	43.86138613861387	True
mBERT	Latin	gender_adj	mBERT-rand-lc-1	last	47.014925373134325	50.34825870646766	True
mBERT	Latin	gender_noun	mBERT-rand-lc-1	last	49.70149253731343	48.308457711442784	True
mBERT	Latin	gender_verb	mBERT-rand-lc-1	last	58.258706467661696	59.45273631840796	True
mBERT	Latin	mood_verb	mBERT-rand-lc-1	last	68.0597014925373	69.15	True
mBERT	Latin	number_adj	mBERT-rand-lc-1	last	67.25	67.2	True
mBERT	Latin	number_noun	mBERT-rand-lc-1	last	68.35	66.0	True
mBERT	Latin	number_verb	mBERT-rand-lc-1	last	63.25	57.3	True
mBERT	Latin	person_verb	mBERT-rand-lc-1	last	79.40298507462687	76.76616915422886	True
mBERT	Latin	tense_verb	mBERT-rand-lc-1	last	44.55445544554455	34.42786069651741	True
mBERT	Latin	verbform_verb	mBERT-rand-lc-1	last	65.87064676616916	59.60199004975125	True
mBERT	Latin	voice_verb	mBERT-rand-lc-1	last	85.8	77.7	True
mBERT	Latvian	case_adj	mBERT-rand-lc-1	last	63.55	65.95	True
mBERT	Latvian	case_noun	mBERT-rand-lc-1	last	57.65	61.8	True
mBERT	Latvian	case_propn	mBERT-rand-lc-1	last	68.1	68.0	True
mBERT	Latvian	definite_adj	mBERT-rand-lc-1	last	81.05	74.45	True
mBERT	Latvian	definite_verb	mBERT-rand-lc-1	last	80.0	80.5	True
mBERT	Latvian	gender_adj	mBERT-rand-lc-1	last	60.2	59.5	True
mBERT	Latvian	gender_noun	mBERT-rand-lc-1	last	62.2	55.7	True
mBERT	Latvian	gender_propn	mBERT-rand-lc-1	last	67.95	66.5	True
mBERT	Latvian	gender_verb	mBERT-rand-lc-1	last	61.45	57.5	True
mBERT	Latvian	number_adj	mBERT-rand-lc-1	last	80.05	76.0	True
mBERT	Latvian	number_verb	mBERT-rand-lc-1	last	76.65	69.0	True
mBERT	Latvian	person_verb	mBERT-rand-lc-1	last	84.72636815920399	72.8358208955224	True
mBERT	Latvian	polarity_verb	mBERT-rand-lc-1	last	55.7	58.75	True
mBERT	Latvian	tense_verb	mBERT-rand-lc-1	last	53.830845771144276	51.8905472636816	True
mBERT	Latvian	verbform_verb	mBERT-rand-lc-1	last	58.45	53.7	True
mBERT	Latvian	voice_verb	mBERT-rand-lc-1	last	68.25	65.1	True
mBERT	Lithuanian	case_noun	mBERT-rand-lc-1	last	65.88235294117648	61.76470588235294	True
mBERT	Lithuanian	gender_noun	mBERT-rand-lc-1	last	69.6	67.65	True
mBERT	Lithuanian	number_noun	mBERT-rand-lc-1	last	78.05	79.05	True
mBERT	Lithuanian	number_verb	mBERT-rand-lc-1	last	70.45	74.05	True
mBERT	Norwegian_Bokmal	definite_adj	mBERT-rand-lc-1	last	95.5	96.5	True
mBERT	Norwegian_Bokmal	definite_noun	mBERT-rand-lc-1	last	82.35	81.05	True
mBERT	Norwegian_Bokmal	gender_noun	mBERT-rand-lc-1	last	59.55223880597015	61.94029850746269	True
mBERT	Norwegian_Bokmal	number_adj	mBERT-rand-lc-1	last	86.4	84.4	True
mBERT	Norwegian_Bokmal	number_noun	mBERT-rand-lc-1	last	89.45	85.85	True
mBERT	Norwegian_Bokmal	tense_verb	mBERT-rand-lc-1	last	99.0	99.0	True
mBERT	Norwegian_Bokmal	verbform_verb	mBERT-rand-lc-1	last	88.45771144278608	86.36815920398011	True
mBERT	Norwegian_Nynorsk	definite_adj	mBERT-rand-lc-1	last	95.45	94.05	True
mBERT	Norwegian_Nynorsk	definite_noun	mBERT-rand-lc-1	last	85.65	88.45	True
mBERT	Norwegian_Nynorsk	gender_noun	mBERT-rand-lc-1	last	68.10945273631842	64.82587064676618	True
mBERT	Norwegian_Nynorsk	number_adj	mBERT-rand-lc-1	last	92.0	85.35	True
mBERT	Norwegian_Nynorsk	number_noun	mBERT-rand-lc-1	last	78.3	81.65	True
mBERT	Norwegian_Nynorsk	tense_verb	mBERT-rand-lc-1	last	91.4	88.35	True
mBERT	Norwegian_Nynorsk	verbform_verb	mBERT-rand-lc-1	last	78.6	68.55721393034827	True
mBERT	Persian	number_noun	mBERT-rand-lc-1	last	71.6	78.35	True
mBERT	Polish	animacy_adj	mBERT-rand-lc-1	last	61.1	70.05	True
mBERT	Polish	animacy_noun	mBERT-rand-lc-1	last	51.75	43.23383084577115	True
mBERT	Polish	aspect_adj	mBERT-rand-lc-1	last	62.2	52.95	True
mBERT	Polish	aspect_verb	mBERT-rand-lc-1	last	61.1	55.55	True
mBERT	Polish	case_adj	mBERT-rand-lc-1	last	65.35	64.5	True
mBERT	Polish	case_propn	mBERT-rand-lc-1	last	64.75247524752476	65.1	True
mBERT	Polish	gender_adj	mBERT-rand-lc-1	last	73.93034825870647	71.24378109452735	True
mBERT	Polish	gender_noun	mBERT-rand-lc-1	last	65.77114427860695	65.22388059701493	True
mBERT	Polish	gender_propn	mBERT-rand-lc-1	last	60.298507462686565	57.05	True
mBERT	Polish	gender_verb	mBERT-rand-lc-1	last	93.33333333333333	95.12437810945273	True
mBERT	Polish	mood_verb	mBERT-rand-lc-1	last	92.0	86.6	True
mBERT	Polish	number_adj	mBERT-rand-lc-1	last	92.0	89.0	True
mBERT	Polish	number_noun	mBERT-rand-lc-1	last	82.2	79.95	True
mBERT	Polish	number_verb	mBERT-rand-lc-1	last	93.0	91.5	True
mBERT	Polish	person_verb	mBERT-rand-lc-1	last	94.72636815920399	93.35	True
mBERT	Polish	subgender_adj	mBERT-rand-lc-1	last	71.15	67.1	True
mBERT	Polish	tense_verb	mBERT-rand-lc-1	last	64.82587064676616	59.85	True
mBERT	Polish	verbform_verb	mBERT-rand-lc-1	last	83.35	78.8118811881188	True
mBERT	Polish	voice_adj	mBERT-rand-lc-1	last	69.9	57.9	True
mBERT	Portuguese	gender_noun	mBERT-rand-lc-1	last	75.45	69.8	True
mBERT	Portuguese	gender_propn	mBERT-rand-lc-1	last	70.1	57.85	True
mBERT	Portuguese	number_noun	mBERT-rand-lc-1	last	99.4	97.85	True
mBERT	Portuguese	number_verb	mBERT-rand-lc-1	last	98.5	98.5	True
mBERT	Romanian	definite_noun	mBERT-rand-lc-1	last	77.25	75.5	True
mBERT	Romanian	gender_adj	mBERT-rand-lc-1	last	98.45	96.5	True
mBERT	Romanian	gender_noun	mBERT-rand-lc-1	last	85.5	83.55	True
mBERT	Romanian	mood_verb	mBERT-rand-lc-1	last	64.6766169154229	58.40796019900497	True
mBERT	Romanian	number_adj	mBERT-rand-lc-1	last	94.0	96.5	True
mBERT	Romanian	number_noun	mBERT-rand-lc-1	last	82.65	83.5	True
mBERT	Romanian	number_verb	mBERT-rand-lc-1	last	71.2	70.6	True
mBERT	Romanian	person_verb	mBERT-rand-lc-1	last	81.0	83.03482587064676	True
mBERT	Romanian	tense_verb	mBERT-rand-lc-1	last	72.17821782178218	59.15	True
mBERT	Romanian	verbform_verb	mBERT-rand-lc-1	last	71.9	69.25	True
mBERT	Russian	animacy_adj	mBERT-rand-lc-1	last	72.2	64.75	True
mBERT	Russian	animacy_noun	mBERT-rand-lc-1	last	62.6	54.8	True
mBERT	Russian	animacy_propn	mBERT-rand-lc-1	last	67.15	62.1	True
mBERT	Russian	aspect_verb	mBERT-rand-lc-1	last	61.15	63.15	True
mBERT	Russian	case_adj	mBERT-rand-lc-1	last	58.48039215686275	57.892156862745104	True
mBERT	Russian	case_noun	mBERT-rand-lc-1	last	58.67647058823529	55.68627450980392	True
mBERT	Russian	case_propn	mBERT-rand-lc-1	last	55.49019607843137	59.80392156862746	True
mBERT	Russian	case_verb	mBERT-rand-lc-1	last	54.950980392156865	51.372549019607845	True
mBERT	Russian	gender_adj	mBERT-rand-lc-1	last	73.03482587064676	69.75124378109453	True
mBERT	Russian	gender_noun	mBERT-rand-lc-1	last	66.36815920398008	53.23383084577114	True
mBERT	Russian	gender_propn	mBERT-rand-lc-1	last	64.17910447761194	49.900497512437816	True
mBERT	Russian	gender_verb	mBERT-rand-lc-1	last	75.82089552238806	73.5820895522388	True
mBERT	Russian	mood_verb	mBERT-rand-lc-1	last	82.7	77.4	True
mBERT	Russian	number_adj	mBERT-rand-lc-1	last	93.55	86.25	True
mBERT	Russian	number_noun	mBERT-rand-lc-1	last	80.9	84.2	True
mBERT	Russian	number_verb	mBERT-rand-lc-1	last	80.9	79.85	True
mBERT	Russian	person_verb	mBERT-rand-lc-1	last	86.71641791044775	91.24378109452736	True
mBERT	Russian	tense_verb	mBERT-rand-lc-1	last	64.02985074626866	57.11442786069652	True
mBERT	Russian	verbform_verb	mBERT-rand-lc-1	last	70.7	66.3	True
mBERT	Russian	voice_verb	mBERT-rand-lc-1	last	72.63681592039802	75.72139303482587	True
mBERT	Serbian	case_noun	mBERT-rand-lc-1	last	56.65024630541872	54.82587064676617	True
mBERT	Serbian	gender_adj	mBERT-rand-lc-1	last	71.54228855721392	70.74626865671641	True
mBERT	Serbian	gender_noun	mBERT-rand-lc-1	last	52.885572139303484	46.318407960198996	True
mBERT	Serbian	number_adj	mBERT-rand-lc-1	last	80.3	84.1	True
mBERT	Serbian	number_noun	mBERT-rand-lc-1	last	76.85	73.6	True
mBERT	Serbian	number_verb	mBERT-rand-lc-1	last	75.45	75.7	True
mBERT	Slovak	animacy_adj	mBERT-rand-lc-1	last	57.59999999999999	61.5	True
mBERT	Slovak	animacy_noun	mBERT-rand-lc-1	last	78.55	75.2	True
mBERT	Slovak	aspect_verb	mBERT-rand-lc-1	last	68.2	57.1	True
mBERT	Slovak	case_noun	mBERT-rand-lc-1	last	52.35294117647059	51.12745098039216	True
mBERT	Slovak	gender_adj	mBERT-rand-lc-1	last	74.07960199004974	73.13432835820896	True
mBERT	Slovak	gender_noun	mBERT-rand-lc-1	last	60.845771144278615	60.79601990049751	True
mBERT	Slovak	gender_verb	mBERT-rand-lc-1	last	90.54726368159204	84.1	True
mBERT	Slovak	number_adj	mBERT-rand-lc-1	last	90.35	92.6	True
mBERT	Slovak	number_noun	mBERT-rand-lc-1	last	76.55	81.6	True
mBERT	Slovak	number_verb	mBERT-rand-lc-1	last	92.05	89.75	True
mBERT	Slovak	tense_verb	mBERT-rand-lc-1	last	85.85	88.75	True
mBERT	Slovak	verbform_verb	mBERT-rand-lc-1	last	89.25373134328359	88.9	True
mBERT	Slovenian	aspect_verb	mBERT-rand-lc-1	last	54.2	52.05	True
mBERT	Slovenian	case_adj	mBERT-rand-lc-1	last	51.8905472636816	50.199004975124375	True
mBERT	Slovenian	case_noun	mBERT-rand-lc-1	last	51.42156862745098	48.67647058823529	True
mBERT	Slovenian	gender_adj	mBERT-rand-lc-1	last	58.60696517412934	60.14925373134328	True
mBERT	Slovenian	gender_noun	mBERT-rand-lc-1	last	57.56218905472637	50.348258706467675	True
mBERT	Slovenian	number_adj	mBERT-rand-lc-1	last	86.6	81.1	True
mBERT	Slovenian	person_verb	mBERT-rand-lc-1	last	72.25	67.81094527363184	True
mBERT	Slovenian	verbform_verb	mBERT-rand-lc-1	last	74.27860696517413	78.2089552238806	True
mBERT	Spanish	gender_adj	mBERT-rand-lc-1	last	83.15	77.55	True
mBERT	Spanish	gender_noun	mBERT-rand-lc-1	last	79.45	76.9	True
mBERT	Spanish	number_adj	mBERT-rand-lc-1	last	100.0	100.0	True
mBERT	Spanish	number_noun	mBERT-rand-lc-1	last	98.5	98.0	True
mBERT	Spanish	number_verb	mBERT-rand-lc-1	last	99.5	99.5	True
mBERT	Spanish	tense_verb	mBERT-rand-lc-1	last	65.3	51.5	True
mBERT	Spanish	verbform_verb	mBERT-rand-lc-1	last	77.7	69.45	True
mBERT	Swedish	case_noun	mBERT-rand-lc-1	last	99.0	99.5	True
mBERT	Swedish	definite_adj	mBERT-rand-lc-1	last	90.05	92.35	True
mBERT	Swedish	definite_noun	mBERT-rand-lc-1	last	86.8	85.55	True
mBERT	Swedish	gender_noun	mBERT-rand-lc-1	last	77.3	68.25	True
mBERT	Swedish	number_adj	mBERT-rand-lc-1	last	84.65	81.7	True
mBERT	Swedish	number_noun	mBERT-rand-lc-1	last	79.95	81.1	True
mBERT	Swedish	tense_verb	mBERT-rand-lc-1	last	91.5	84.15	True
mBERT	Swedish	voice_verb	mBERT-rand-lc-1	last	90.3	98.05	True
mBERT	Turkish	aspect_verb	mBERT-rand-lc-1	last	67.46268656716418	51.99004975124378	True
mBERT	Turkish	case_noun	mBERT-rand-lc-1	last	54.187192118226605	50.443349753694584	True
mBERT	Turkish	number_noun	mBERT-rand-lc-1	last	68.35	65.2	True
mBERT	Turkish	number_verb	mBERT-rand-lc-1	last	73.8	70.8	True
mBERT	Turkish	person_verb	mBERT-rand-lc-1	last	82.83582089552239	83.35	True
mBERT	Turkish	polarity_verb	mBERT-rand-lc-1	last	58.15	56.15	True
mBERT	Turkish	verbform_verb	mBERT-rand-lc-1	last	61.8905472636816	60.59701492537313	True
mBERT	Ukrainian	animacy_noun	mBERT-rand-lc-1	last	67.75	64.5	True
mBERT	Ukrainian	aspect_verb	mBERT-rand-lc-1	last	64.35	67.4	True
mBERT	Ukrainian	case_adj	mBERT-rand-lc-1	last	71.95	71.45	True
mBERT	Ukrainian	case_noun	mBERT-rand-lc-1	last	53.940886699507395	55.24509803921568	True
mBERT	Ukrainian	gender_adj	mBERT-rand-lc-1	last	77.1641791044776	74.77611940298507	True
mBERT	Ukrainian	gender_noun	mBERT-rand-lc-1	last	67.11442786069651	57.91044776119402	True
mBERT	Ukrainian	number_adj	mBERT-rand-lc-1	last	99.1	98.75	True
mBERT	Ukrainian	number_verb	mBERT-rand-lc-1	last	85.55	75.6	True
mBERT	Ukrainian	tense_verb	mBERT-rand-lc-1	last	70.24875621890547	57.96019900497513	True
mBERT	Urdu	case_noun	mBERT-rand-lc-1	last	56.6	57.35	True
mBERT	Urdu	case_propn	mBERT-rand-lc-1	last	57.0	58.25	True
mBERT	Urdu	gender_noun	mBERT-rand-lc-1	last	79.15	72.55	True
mBERT	Urdu	number_noun	mBERT-rand-lc-1	last	89.5	82.95	True
mBERT	Afrikaans	number_noun	mBERT-lc-1	last	93.3	92.65	True
mBERT	Afrikaans	number_noun	mBERT-lc-2	last	92.5	90.45	True
mBERT	Afrikaans	number_noun	mBERT-rand-lc-2	last	87.8	87.85	True
mBERT	Afrikaans	number_noun	mBERT-rand-lc-3	last	87.4	86.85	True
mBERT	Albanian	case_noun	mBERT-lc-1	last	69.15	64.55	True
mBERT	Albanian	case_noun	mBERT-lc-2	last	70.1	68.2	True
mBERT	Albanian	case_noun	mBERT-rand-lc-2	last	51.75	54.75	True
mBERT	Albanian	case_noun	mBERT-rand-lc-3	last	51.25	53.25	True
mBERT	Albanian	case_propn	mBERT-lc-1	last	86.86567164179105	81.25	True
mBERT	Albanian	case_propn	mBERT-lc-2	last	87.363184079602	82.15	True
mBERT	Albanian	case_propn	mBERT-rand-lc-2	last	81.49253731343285	72.05	True
mBERT	Albanian	case_propn	mBERT-rand-lc-3	last	80.29850746268657	71.3	True
mBERT	Albanian	definite_noun	mBERT-lc-1	last	91.85	88.5	True
mBERT	Albanian	definite_noun	mBERT-lc-2	last	92.3	87.75	True
mBERT	Albanian	definite_noun	mBERT-rand-lc-2	last	71.5	76.5	True
mBERT	Albanian	definite_noun	mBERT-rand-lc-3	last	71.8	76.45	True
mBERT	Albanian	gender_noun	mBERT-lc-1	last	87.0	85.75	True
mBERT	Albanian	gender_noun	mBERT-lc-2	last	86.35	84.1	True
mBERT	Albanian	gender_noun	mBERT-rand-lc-2	last	75.5	74.9	True
mBERT	Albanian	gender_noun	mBERT-rand-lc-3	last	74.85	73.35	True
mBERT	Albanian	gender_propn	mBERT-lc-1	last	90.35	83.35	True
mBERT	Albanian	gender_propn	mBERT-lc-2	last	91.05	82.95	True
mBERT	Albanian	gender_propn	mBERT-rand-lc-2	last	85.9	78.5	True
mBERT	Albanian	gender_propn	mBERT-rand-lc-3	last	87.35	80.25	True
mBERT	Albanian	number_noun	mBERT-lc-1	last	91.1	90.75	True
mBERT	Albanian	number_noun	mBERT-lc-2	last	92.2	89.9	True
mBERT	Albanian	number_noun	mBERT-rand-lc-2	last	84.8	80.1	True
mBERT	Albanian	number_noun	mBERT-rand-lc-3	last	86.45	81.4	True
mBERT	Albanian	number_verb	mBERT-lc-1	last	92.6	90.85	True
mBERT	Albanian	number_verb	mBERT-lc-2	last	93.25	91.35	True
mBERT	Albanian	number_verb	mBERT-rand-lc-2	last	80.8	86.2	True
mBERT	Albanian	number_verb	mBERT-rand-lc-3	last	80.05	84.85	True
mBERT	Arabic	aspect_verb	mBERT-lc-1	last	91.35	93.0	True
