model	language	task	perturbation	probing_location	dev_acc	test_acc
mBERT	Czech	animacy_adj	mBERT-rand-char	first	56.35	51.75
mBERT	Czech	animacy_adj	mBERT-rand-char	last	65.7	58.9
mBERT	Czech	animacy_adj	mBERT-rand-subw	first	58.95	51.45
mBERT	Czech	animacy_adj	mBERT-rand-subw	last	59.3	59.25
mBERT	Czech	animacy_noun		first	87.15	80.7
mBERT	Czech	animacy_noun		last	90.1	83.4
mBERT	Czech	animacy_noun	mBERT-char	first	71.8	62.8
mBERT	Czech	animacy_noun	mBERT-char	last	81.0	74.95
mBERT	Czech	animacy_noun	mBERT-rand-char	first	56.4	48.2
mBERT	Czech	animacy_noun	mBERT-rand-char	last	71.95	65.0
mBERT	Czech	animacy_noun	mBERT-rand-subw	first	54.5	53.25
mBERT	Czech	animacy_noun	mBERT-rand-subw	last	70.25	66.4
mBERT	Czech	animacy_propn		first	93.1	92.85
mBERT	Czech	animacy_propn		last	95.15	93.95
mBERT	Czech	animacy_propn	mBERT-char	first	73.6	70.2
mBERT	Czech	animacy_propn	mBERT-char	last	81.05	74.65
mBERT	Czech	animacy_propn	mBERT-rand-char	first	55.0	56.40000000000001
mBERT	Czech	animacy_propn	mBERT-rand-char	last	72.4	66.55
mBERT	Czech	animacy_propn	mBERT-rand-subw	first	51.5	54.05
mBERT	Czech	animacy_propn	mBERT-rand-subw	last	66.9	63.6
mBERT	Czech	animacy_verb		first	87.0	84.15
mBERT	Czech	animacy_verb		last	95.55	96.35
mBERT	Czech	animacy_verb	mBERT-char	first	86.5	78.4
mBERT	Czech	animacy_verb	mBERT-char	last	94.85	94.1
mBERT	Czech	animacy_verb	mBERT-rand-char	first	57.4	58.2
mBERT	Czech	animacy_verb	mBERT-rand-char	last	94.2	93.85
mBERT	Czech	animacy_verb	mBERT-rand-subw	first	60.05	56.4
mBERT	Czech	animacy_verb	mBERT-rand-subw	last	93.3	93.25
mBERT	Czech	aspect_adj		first	89.2	89.95
mBERT	Czech	aspect_adj		last	91.35	90.6
mBERT	Czech	aspect_adj	mBERT-char	first	86.3	78.8
mBERT	Czech	aspect_adj	mBERT-char	last	87.95	85.3
mBERT	Czech	aspect_adj	mBERT-rand-char	first	66.1	58.7
mBERT	Czech	aspect_adj	mBERT-rand-char	last	74.3	75.4
mBERT	Czech	aspect_adj	mBERT-rand-subw	first	67.85	61.2
mBERT	Czech	aspect_adj	mBERT-rand-subw	last	86.6	80.1
mBERT	Czech	aspect_verb		first	77.2	77.0
mBERT	Czech	aspect_verb		last	82.95	88.15
mBERT	Czech	aspect_verb	mBERT-char	first	71.3	67.0
mBERT	Czech	aspect_verb	mBERT-char	last	75.55	74.3
mBERT	Czech	aspect_verb	mBERT-rand-char	first	61.65	58.1
mBERT	Czech	aspect_verb	mBERT-rand-char	last	61.1	55.3
mBERT	Czech	aspect_verb	mBERT-rand-subw	first	61.15	61.8
mBERT	Czech	aspect_verb	mBERT-rand-subw	last	70.1	69.5
mBERT	Czech	case_adj		first	63.676470588235304	67.00980392156863
mBERT	Czech	case_adj		last	94.55882352941177	91.42156862745097
mBERT	Czech	case_adj	mBERT-char	first	54.36274509803921	54.656862745098046
mBERT	Czech	case_adj	mBERT-char	last	77.3529411764706	76.02941176470588
mBERT	Czech	case_adj	mBERT-rand-char	first	22.205882352941174	24.999999999999996
mBERT	Czech	case_adj	mBERT-rand-char	last	56.81372549019608	52.1078431372549
mBERT	Czech	case_adj	mBERT-rand-subw	first	21.274509803921568	22.254901960784306
mBERT	Czech	case_adj	mBERT-rand-subw	last	55.44117647058823	57.59803921568628
mBERT	Czech	case_propn		first	77.20588235294119	71.47058823529412
mBERT	Czech	case_propn		last	92.49999999999999	90.83333333333333
mBERT	Czech	case_propn	mBERT-char	first	60.63725490196079	57.15686274509803
mBERT	Czech	case_propn	mBERT-char	last	75.5392156862745	72.79411764705881
mBERT	Czech	case_propn	mBERT-rand-char	first	22.352941176470583	18.186274509803916
mBERT	Czech	case_propn	mBERT-rand-char	last	59.36274509803923	55.7843137254902
mBERT	Czech	case_propn	mBERT-rand-subw	first	20.29411764705882	18.33333333333333
mBERT	Czech	case_propn	mBERT-rand-subw	last	59.0686274509804	54.803921568627445
mBERT	Czech	degree_adj		first	95.5	95.55
mBERT	Czech	degree_adj		last	97.2	97.75
mBERT	Czech	degree_adj	mBERT-char	first	90.15	85.3
mBERT	Czech	degree_adj	mBERT-char	last	89.15	87.8
mBERT	Czech	degree_adj	mBERT-rand-char	first	65.7	65.95
mBERT	Czech	degree_adj	mBERT-rand-char	last	59.95	60.6
mBERT	Czech	degree_adj	mBERT-rand-subw	first	71.85	71.15
mBERT	Czech	degree_adj	mBERT-rand-subw	last	76.85	72.6
mBERT	Czech	gender_adj		first	59.154228855721385	55.373134328358205
mBERT	Czech	gender_adj		last	79.55223880597016	80.44776119402985
mBERT	Czech	gender_adj	mBERT-char	first	41.34328358208954	40.248756218905456
mBERT	Czech	gender_adj	mBERT-char	last	70.39800995024875	63.98009950248756
mBERT	Czech	gender_adj	mBERT-rand-char	first	38.059701492537314	31.04477611940298
mBERT	Czech	gender_adj	mBERT-rand-char	last	60.945273631840806	55.02487562189056
mBERT	Czech	gender_adj	mBERT-rand-subw	first	38.905472636815915	35.124378109452735
mBERT	Czech	gender_adj	mBERT-rand-subw	last	58.507462686567166	52.88557213930348
mBERT	Czech	gender_noun		first	73.681592039801	66.16915422885572
mBERT	Czech	gender_noun		last	81.54228855721392	77.51243781094529
mBERT	Czech	gender_noun	mBERT-char	first	51.04477611940299	47.61194029850746
mBERT	Czech	gender_noun	mBERT-char	last	69.90049751243782	70.34825870646766
mBERT	Czech	gender_noun	mBERT-rand-char	first	40.59701492537313	39.45273631840796
mBERT	Czech	gender_noun	mBERT-rand-char	last	58.507462686567166	56.71641791044776
mBERT	Czech	gender_noun	mBERT-rand-subw	first	37.2636815920398	37.66169154228855
mBERT	Czech	gender_noun	mBERT-rand-subw	last	61.691542288557216	56.81592039800995
mBERT	Czech	gender_propn		first	72.08955223880598	74.17910447761194
mBERT	Czech	gender_propn		last	82.7860696517413	82.13930348258705
mBERT	Czech	gender_propn	mBERT-char	first	51.243781094527364	50.19900497512437
mBERT	Czech	gender_propn	mBERT-char	last	71.34328358208954	68.60696517412936
mBERT	Czech	gender_propn	mBERT-rand-char	first	34.97512437810944	36.06965174129353
mBERT	Czech	gender_propn	mBERT-rand-char	last	57.114427860696516	57.46268656716418
mBERT	Czech	gender_propn	mBERT-rand-subw	first	37.31343283582089	31.293532338308456
mBERT	Czech	gender_propn	mBERT-rand-subw	last	54.42786069651741	46.61691542288558
mBERT	Czech	gender_verb		first	77.4129353233831	72.98507462686567
mBERT	Czech	gender_verb		last	89.35323383084577	83.13432835820895
mBERT	Czech	gender_verb	mBERT-char	first	69.45273631840794	65.97014925373134
mBERT	Czech	gender_verb	mBERT-char	last	89.35323383084577	83.18407960199005
mBERT	Czech	gender_verb	mBERT-rand-char	first	37.11442786069652	37.263681592039795
mBERT	Czech	gender_verb	mBERT-rand-char	last	90.04975124378109	83.08457711442784
mBERT	Czech	gender_verb	mBERT-rand-subw	first	37.66169154228855	34.97512437810945
mBERT	Czech	gender_verb	mBERT-rand-subw	last	87.11442786069652	82.48756218905473
mBERT	Czech	mood_verb		first	87.7	72.95
mBERT	Czech	mood_verb		last	97.5	95.65
mBERT	Czech	mood_verb	mBERT-char	first	83.65	67.35
mBERT	Czech	mood_verb	mBERT-char	last	96.25	96.3
mBERT	Czech	mood_verb	mBERT-rand-char	first	73.35	53.5
mBERT	Czech	mood_verb	mBERT-rand-char	last	79.8	62.8
mBERT	Czech	mood_verb	mBERT-rand-subw	first	73.75	52.7
mBERT	Czech	mood_verb	mBERT-rand-subw	last	87.95	76.15
mBERT	Czech	nametype_propn		first	70.44334975369459	64.4
mBERT	Czech	nametype_propn		last	70.29556650246306	70.7
mBERT	Czech	nametype_propn	mBERT-char	first	43.645320197044335	42.45
mBERT	Czech	nametype_propn	mBERT-char	last	47.093596059113295	45.35
mBERT	Czech	nametype_propn	mBERT-rand-char	first	22.66009852216749	22.8
mBERT	Czech	nametype_propn	mBERT-rand-char	last	32.26600985221675	27.65
mBERT	Czech	nametype_propn	mBERT-rand-subw	first	23.8423645320197	18.0
mBERT	Czech	nametype_propn	mBERT-rand-subw	last	29.753694581280786	25.35
mBERT	Czech	number_adj		first	88.25	84.4
mBERT	Czech	number_adj		last	95.25	96.05
mBERT	Czech	number_adj	mBERT-char	first	68.2	58.75
mBERT	Czech	number_adj	mBERT-char	last	88.05	91.9
mBERT	Czech	number_adj	mBERT-rand-char	first	54.35	52.4
mBERT	Czech	number_adj	mBERT-rand-char	last	82.15	85.65
mBERT	Czech	number_adj	mBERT-rand-subw	first	56.85	50.9
mBERT	Czech	number_adj	mBERT-rand-subw	last	80.85	83.2
mBERT	Czech	number_noun		first	93.7	90.65
mBERT	Czech	number_noun		last	95.2	93.35
mBERT	Czech	number_noun	mBERT-char	first	75.65	70.9
mBERT	Czech	number_noun	mBERT-char	last	87.35	82.75
mBERT	Czech	number_noun	mBERT-rand-char	first	56.6	50.05
mBERT	Czech	number_noun	mBERT-rand-char	last	81.6	72.85
mBERT	Czech	number_noun	mBERT-rand-subw	first	59.35	47.45
mBERT	Czech	number_noun	mBERT-rand-subw	last	76.5	68.65
mBERT	Czech	number_propn		first	91.7	88.3
mBERT	Czech	number_propn		last	94.6	92.3
mBERT	Czech	number_propn	mBERT-char	first	80.9	75.4
mBERT	Czech	number_propn	mBERT-char	last	91.15	87.0
mBERT	Czech	number_propn	mBERT-rand-char	first	54.95	47.1
mBERT	Czech	number_propn	mBERT-rand-char	last	83.0	78.85
mBERT	Czech	number_propn	mBERT-rand-subw	first	55.2	54.4
mBERT	Czech	number_propn	mBERT-rand-subw	last	79.05	75.7
mBERT	Czech	number_verb		first	81.4	72.7
mBERT	Czech	number_verb		last	93.15	93.0
mBERT	Czech	number_verb	mBERT-char	first	69.95	70.85
mBERT	Czech	number_verb	mBERT-char	last	90.4	93.65
mBERT	Czech	number_verb	mBERT-rand-char	first	52.6	52.45
mBERT	Czech	number_verb	mBERT-rand-char	last	80.75	77.6
mBERT	Czech	number_verb	mBERT-rand-subw	first	60.25	52.45
mBERT	Czech	number_verb	mBERT-rand-subw	last	87.1	88.25
mBERT	Czech	person_verb		first	80.79601990049751	70.0497512437811
mBERT	Czech	person_verb		last	99.55223880597018	98.50746268656715
mBERT	Czech	person_verb	mBERT-char	first	74.5273631840796	64.42786069651741
mBERT	Czech	person_verb	mBERT-char	last	99.90049751243782	98.95522388059703
mBERT	Czech	person_verb	mBERT-rand-char	first	44.02985074626865	35.97014925373134
mBERT	Czech	person_verb	mBERT-rand-char	last	70.64676616915423	60.04975124378109
mBERT	Czech	person_verb	mBERT-rand-subw	first	47.36318407960199	40.8955223880597
mBERT	Czech	person_verb	mBERT-rand-subw	last	91.64179104477611	88.70646766169155
mBERT	Czech	polarity_adj		first	99.8	96.65
mBERT	Czech	polarity_adj		last	91.3	86.9
mBERT	Czech	polarity_adj	mBERT-char	first	99.5	96.25
mBERT	Czech	polarity_adj	mBERT-char	last	81.2	71.3
mBERT	Czech	polarity_adj	mBERT-rand-char	first	97.05	94.25
mBERT	Czech	polarity_adj	mBERT-rand-char	last	58.5	54.8
mBERT	Czech	polarity_adj	mBERT-rand-subw	first	98.65	95.5
mBERT	Czech	polarity_adj	mBERT-rand-subw	last	66.95	60.1
mBERT	Czech	polarity_verb		first	100.0	99.6
mBERT	Czech	polarity_verb		last	95.8	93.95
mBERT	Czech	polarity_verb	mBERT-char	first	99.75	99.95
mBERT	Czech	polarity_verb	mBERT-char	last	81.6	82.3
mBERT	Czech	polarity_verb	mBERT-rand-char	first	96.6	96.75
mBERT	Czech	polarity_verb	mBERT-rand-char	last	60.2	56.2
mBERT	Czech	polarity_verb	mBERT-rand-subw	first	100.0	98.05
mBERT	Czech	polarity_verb	mBERT-rand-subw	last	58.05	56.55
mBERT	Czech	voice_adj		first	99.8	96.6
mBERT	Czech	voice_adj		last	100.0	100.0
mBERT	Czech	voice_adj	mBERT-char	first	96.55	94.85
mBERT	Czech	voice_adj	mBERT-char	last	100.0	100.0
mBERT	Czech	voice_adj	mBERT-rand-char	first	57.8	53.75
mBERT	Czech	voice_adj	mBERT-rand-char	last	92.65	93.2
mBERT	Czech	voice_adj	mBERT-rand-subw	first	65.65	60.3
mBERT	Czech	voice_adj	mBERT-rand-subw	last	99.5	98.45
mBERT	Danish	definite_noun		first	94.35	89.6
mBERT	Danish	definite_noun		last	98.85	98.35
mBERT	Danish	definite_noun	mBERT-char	first	78.7	77.05
mBERT	Danish	definite_noun	mBERT-char	last	97.5	98.95
mBERT	Danish	definite_noun	mBERT-rand-char	first	61.85	52.7
mBERT	Danish	definite_noun	mBERT-rand-char	last	81.2	79.3
mBERT	Danish	definite_noun	mBERT-rand-subw	first	59.1	55.35
mBERT	Danish	definite_noun	mBERT-rand-subw	last	90.25	83.85
mBERT	Danish	gender_noun		first	78.45	75.9
mBERT	Danish	gender_noun		last	90.6	85.85
mBERT	Danish	gender_noun	mBERT-char	first	57.7	58.9
mBERT	Danish	gender_noun	mBERT-char	last	81.95	73.85
mBERT	Danish	gender_noun	mBERT-rand-char	first	54.55000000000001	49.2
mBERT	Danish	gender_noun	mBERT-rand-char	last	74.2	71.5
mBERT	Danish	gender_noun	mBERT-rand-subw	first	54.0	49.4
mBERT	Danish	gender_noun	mBERT-rand-subw	last	70.95	71.25
mBERT	Danish	number_noun		first	88.6	87.6
mBERT	Danish	number_noun		last	92.05	91.7
mBERT	Danish	number_noun	mBERT-char	first	70.85	64.75
mBERT	Danish	number_noun	mBERT-char	last	85.95	87.7
mBERT	Danish	number_noun	mBERT-rand-char	first	55.25	49.7
mBERT	Danish	number_noun	mBERT-rand-char	last	81.45	83.5
mBERT	Danish	number_noun	mBERT-rand-subw	first	51.0	52.35
mBERT	Danish	number_noun	mBERT-rand-subw	last	82.35	81.05
mBERT	Danish	tense_verb		first	91.0	89.25
mBERT	Danish	tense_verb		last	100.0	96.85
mBERT	Danish	tense_verb	mBERT-char	first	80.3	73.4
mBERT	Danish	tense_verb	mBERT-char	last	99.05	96.65
mBERT	Danish	tense_verb	mBERT-rand-char	first	58.15	56.95
mBERT	Danish	tense_verb	mBERT-rand-char	last	91.3	88.55
mBERT	Danish	tense_verb	mBERT-rand-subw	first	55.0	50.6
mBERT	Danish	tense_verb	mBERT-rand-subw	last	92.85	87.2
mBERT	Danish	verbform_verb		first	96.41791044776119	89.35323383084577
mBERT	Danish	verbform_verb		last	99.35323383084577	97.41293532338308
mBERT	Danish	verbform_verb	mBERT-char	first	70.14925373134328	68.90547263681592
mBERT	Danish	verbform_verb	mBERT-char	last	86.51741293532339	86.01990049751244
mBERT	Danish	verbform_verb	mBERT-rand-char	first	43.93034825870647	41.44278606965174
mBERT	Danish	verbform_verb	mBERT-rand-char	last	75.72139303482587	74.4776119402985
mBERT	Danish	verbform_verb	mBERT-rand-subw	first	42.58706467661691	36.16915422885571
mBERT	Danish	verbform_verb	mBERT-rand-subw	last	72.68656716417911	72.18905472636817
mBERT	Dutch	gender_noun		first	84.35	79.45
mBERT	Dutch	gender_noun		last	93.6	90.4
mBERT	Dutch	gender_noun	mBERT-char	first	72.2	66.8
mBERT	Dutch	gender_noun	mBERT-char	last	77.15	70.25
mBERT	Dutch	gender_noun	mBERT-rand-char	first	54.15	50.55
mBERT	Dutch	gender_noun	mBERT-rand-char	last	61.5	66.95
mBERT	Dutch	gender_noun	mBERT-rand-subw	first	53.55	50.85
mBERT	Dutch	gender_noun	mBERT-rand-subw	last	68.1	73.6
mBERT	Dutch	gender_propn		first	85.05	68.9
mBERT	Dutch	gender_propn		last	85.65	69.75
mBERT	Dutch	gender_propn	mBERT-char	first	72.15	63.15
mBERT	Dutch	gender_propn	mBERT-char	last	60.9	63.9
mBERT	Dutch	gender_propn	mBERT-rand-char	first	55.3	55.55
mBERT	Dutch	gender_propn	mBERT-rand-char	last	56.4	56.2
mBERT	Dutch	gender_propn	mBERT-rand-subw	first	59.35	56.55
mBERT	Dutch	gender_propn	mBERT-rand-subw	last	56.6	47.7
mBERT	Dutch	number_noun		first	91.9	93.6
mBERT	Dutch	number_noun		last	99.8	99.7
mBERT	Dutch	number_noun	mBERT-char	first	68.0	58.9
mBERT	Dutch	number_noun	mBERT-char	last	98.5	97.85
mBERT	Dutch	number_noun	mBERT-rand-char	first	56.1	54.55
mBERT	Dutch	number_noun	mBERT-rand-char	last	96.5	96.2
mBERT	Dutch	number_noun	mBERT-rand-subw	first	54.15	47.85
mBERT	Dutch	number_noun	mBERT-rand-subw	last	88.05	83.15
mBERT	Dutch	verbform_verb		first	94.82587064676618	94.92537313432837
mBERT	Dutch	verbform_verb		last	99.10447761194031	99.00497512437812
mBERT	Dutch	verbform_verb	mBERT-char	first	71.49253731343283	69.25373134328359
mBERT	Dutch	verbform_verb	mBERT-char	last	80.04975124378109	80.0995024875622
mBERT	Dutch	verbform_verb	mBERT-rand-char	first	52.98507462686566	42.63681592039801
mBERT	Dutch	verbform_verb	mBERT-rand-char	last	75.32338308457712	74.97512437810946
mBERT	Dutch	verbform_verb	mBERT-rand-subw	first	52.43781094527363	48.05970149253731
mBERT	Dutch	verbform_verb	mBERT-rand-subw	last	73.08457711442786	71.34328358208955
mBERT	English	number_noun		first	93.6	93.6
mBERT	English	number_noun		last	99.4	96.85
mBERT	English	number_noun	mBERT-char	first	70.85	74.1
mBERT	English	number_noun	mBERT-char	last	95.15	97.85
mBERT	English	number_noun	mBERT-rand-char	first	49.3	52.75
mBERT	English	number_noun	mBERT-rand-char	last	94.2	97.25
mBERT	English	number_noun	mBERT-rand-subw	first	51.15	49.3
mBERT	English	number_noun	mBERT-rand-subw	last	77.65	80.75
mBERT	English	tense_verb		first	96.3	93.8
mBERT	English	tense_verb		last	99.5	98.9
mBERT	English	tense_verb	mBERT-char	first	81.25	76.4
mBERT	English	tense_verb	mBERT-char	last	96.95	95.7
mBERT	English	tense_verb	mBERT-rand-char	first	52.95	54.3
mBERT	English	tense_verb	mBERT-rand-char	last	96.4	94.15
mBERT	English	tense_verb	mBERT-rand-subw	first	55.5	53.75
mBERT	English	tense_verb	mBERT-rand-subw	last	81.45	80.65
mBERT	English	verbform_verb		first	82.2	82.2
mBERT	English	verbform_verb		last	88.25	88.15
mBERT	English	verbform_verb	mBERT-char	first	64.4	59.8
mBERT	English	verbform_verb	mBERT-char	last	74.3	77.7
mBERT	English	verbform_verb	mBERT-rand-char	first	30.45	29.6
mBERT	English	verbform_verb	mBERT-rand-char	last	71.45	75.85
mBERT	English	verbform_verb	mBERT-rand-subw	first	29.7	32.2
mBERT	English	verbform_verb	mBERT-rand-subw	last	59.2	58.15
mBERT	Estonian	case_adj		first	47.05	49.7
mBERT	Estonian	case_adj		last	98.1	95.35
mBERT	Estonian	case_adj	mBERT-char	first	26.15	26.5
mBERT	Estonian	case_adj	mBERT-char	last	95.2	92.75
mBERT	Estonian	case_adj	mBERT-rand-char	first	15.25	13.0
mBERT	Estonian	case_adj	mBERT-rand-char	last	60.55	62.25
mBERT	Estonian	case_adj	mBERT-rand-subw	first	15.6	14.0
mBERT	Estonian	case_adj	mBERT-rand-subw	last	84.75	84.35
mBERT	Estonian	case_noun		first	27.61904761904762	34.76190476190476
mBERT	Estonian	case_noun		last	91.42857142857144	92.71428571428574
mBERT	Estonian	case_noun	mBERT-char	first	15.952380952380949	15.285714285714281
mBERT	Estonian	case_noun	mBERT-char	last	87.42857142857142	84.47619047619048
mBERT	Estonian	case_noun	mBERT-rand-char	first	10.66666666666666	6.999999999999997
mBERT	Estonian	case_noun	mBERT-rand-char	last	49.380952380952365	42.52380952380952
mBERT	Estonian	case_noun	mBERT-rand-subw	first	9.333333333333329	7.380952380952377
mBERT	Estonian	case_noun	mBERT-rand-subw	last	68.76190476190474	63.85714285714287
mBERT	Estonian	number_adj		first	90.0	88.05
mBERT	Estonian	number_adj		last	97.35	97.85
mBERT	Estonian	number_adj	mBERT-char	first	66.15	61.5
mBERT	Estonian	number_adj	mBERT-char	last	92.35	90.05
mBERT	Estonian	number_adj	mBERT-rand-char	first	59.7	52.05
mBERT	Estonian	number_adj	mBERT-rand-char	last	73.2	69.25
mBERT	Estonian	number_adj	mBERT-rand-subw	first	57.15	52.75
mBERT	Estonian	number_adj	mBERT-rand-subw	last	86.6	85.2
mBERT	Estonian	number_noun		first	85.35	84.9
mBERT	Estonian	number_noun		last	96.5	96.35
mBERT	Estonian	number_noun	mBERT-char	first	65.95	58.35
mBERT	Estonian	number_noun	mBERT-char	last	90.9	87.65
mBERT	Estonian	number_noun	mBERT-rand-char	first	57.1	55.7
mBERT	Estonian	number_noun	mBERT-rand-char	last	78.3	74.9
mBERT	Estonian	number_noun	mBERT-rand-subw	first	57.25	50.45
mBERT	Estonian	number_noun	mBERT-rand-subw	last	87.85	78.45
mBERT	Estonian	number_verb		first	86.25	82.15
mBERT	Estonian	number_verb		last	98.6	98.55
mBERT	Estonian	number_verb	mBERT-char	first	82.85	77.3
mBERT	Estonian	number_verb	mBERT-char	last	99.15	98.05
mBERT	Estonian	number_verb	mBERT-rand-char	first	61.4	58.45
mBERT	Estonian	number_verb	mBERT-rand-char	last	97.15	97.0
mBERT	Estonian	number_verb	mBERT-rand-subw	first	56.4	48.7
mBERT	Estonian	number_verb	mBERT-rand-subw	last	95.75	92.75
mBERT	Estonian	person_verb		first	83.73134328358209	81.4
mBERT	Estonian	person_verb		last	99.00497512437812	96.75
mBERT	Estonian	person_verb	mBERT-char	first	68.10945273631842	69.05
mBERT	Estonian	person_verb	mBERT-char	last	97.96019900497512	95.35
mBERT	Estonian	person_verb	mBERT-rand-char	first	49.20398009950249	50.5
mBERT	Estonian	person_verb	mBERT-rand-char	last	85.22388059701493	79.8
mBERT	Estonian	person_verb	mBERT-rand-subw	first	47.06467661691543	50.55
mBERT	Estonian	person_verb	mBERT-rand-subw	last	92.48756218905473	86.4
mBERT	Estonian	tense_adj		first	90.0	92.95
mBERT	Estonian	tense_adj		last	99.05	98.9
mBERT	Estonian	tense_adj	mBERT-char	first	85.25	77.85
mBERT	Estonian	tense_adj	mBERT-char	last	100.0	98.15
mBERT	Estonian	tense_adj	mBERT-rand-char	first	57.95	54.15
mBERT	Estonian	tense_adj	mBERT-rand-char	last	94.2	89.05
mBERT	Estonian	tense_adj	mBERT-rand-subw	first	57.95	51.95
mBERT	Estonian	tense_adj	mBERT-rand-subw	last	97.7	94.35
mBERT	Estonian	tense_verb		first	83.4	80.05
mBERT	Estonian	tense_verb		last	94.65	90.75
mBERT	Estonian	tense_verb	mBERT-char	first	67.1	67.9
mBERT	Estonian	tense_verb	mBERT-char	last	93.15	86.6
mBERT	Estonian	tense_verb	mBERT-rand-char	first	56.25	45.85
mBERT	Estonian	tense_verb	mBERT-rand-char	last	75.05	70.75
mBERT	Estonian	tense_verb	mBERT-rand-subw	first	53.25	45.0
mBERT	Estonian	tense_verb	mBERT-rand-subw	last	85.9	78.85
mBERT	Estonian	verbform_verb		first	80.7	75.34653465346534
mBERT	Estonian	verbform_verb		last	97.75	97.02970297029704
mBERT	Estonian	verbform_verb	mBERT-char	first	61.85	57.22772277227723
mBERT	Estonian	verbform_verb	mBERT-char	last	95.0	93.51485148514851
mBERT	Estonian	verbform_verb	mBERT-rand-char	first	29.0	23.069306930693067
mBERT	Estonian	verbform_verb	mBERT-rand-char	last	71.05	66.0891089108911
mBERT	Estonian	verbform_verb	mBERT-rand-subw	first	25.25	24.950495049504948
mBERT	Estonian	verbform_verb	mBERT-rand-subw	last	90.05	89.75247524752474
mBERT	Estonian	voice_adj		first	83.1	79.2
mBERT	Estonian	voice_adj		last	97.05	94.15
mBERT	Estonian	voice_adj	mBERT-char	first	68.05	62.35
mBERT	Estonian	voice_adj	mBERT-char	last	97.45	93.9
mBERT	Estonian	voice_adj	mBERT-rand-char	first	64.15	55.85
mBERT	Estonian	voice_adj	mBERT-rand-char	last	79.5	78.5
mBERT	Estonian	voice_adj	mBERT-rand-subw	first	59.05	55.05
mBERT	Estonian	voice_adj	mBERT-rand-subw	last	92.6	88.85
mBERT	Estonian	voice_verb		first	89.1	87.75
mBERT	Estonian	voice_verb		last	94.8	95.15
mBERT	Estonian	voice_verb	mBERT-char	first	71.1	66.0
mBERT	Estonian	voice_verb	mBERT-char	last	91.05	90.15
mBERT	Estonian	voice_verb	mBERT-rand-char	first	54.35	47.9
mBERT	Estonian	voice_verb	mBERT-rand-char	last	77.0	65.75
mBERT	Estonian	voice_verb	mBERT-rand-subw	first	59.0	49.8
mBERT	Estonian	voice_verb	mBERT-rand-subw	last	86.4	88.5
mBERT	Finnish	case_adj		first	43.89423076923077	41.483253588516746
mBERT	Finnish	case_adj		last	96.2019230769231	93.49282296650718
mBERT	Finnish	case_adj	mBERT-char	first	32.11538461538461	26.028708133971286
mBERT	Finnish	case_adj	mBERT-char	last	88.02884615384616	89.56937799043062
mBERT	Finnish	case_adj	mBERT-rand-char	first	12.932692307692307	10.47846889952153
mBERT	Finnish	case_adj	mBERT-rand-char	last	44.99999999999999	39.80861244019139
mBERT	Finnish	case_adj	mBERT-rand-subw	first	12.596153846153841	8.22966507177033
mBERT	Finnish	case_adj	mBERT-rand-subw	last	79.42307692307693	77.27272727272728
mBERT	Finnish	case_noun		first	40.19323671497584	36.666666666666664
mBERT	Finnish	case_noun		last	92.31884057971014	89.30348258706468
mBERT	Finnish	case_noun	mBERT-char	first	22.9951690821256	16.318407960199
mBERT	Finnish	case_noun	mBERT-char	last	80.67632850241546	80.79601990049751
mBERT	Finnish	case_noun	mBERT-rand-char	first	12.801932367149757	8.855721393034822
mBERT	Finnish	case_noun	mBERT-rand-char	last	39.17874396135265	36.16915422885572
mBERT	Finnish	case_noun	mBERT-rand-subw	first	11.400966183574877	9.0547263681592
mBERT	Finnish	case_noun	mBERT-rand-subw	last	63.38164251207729	62.53731343283582
mBERT	Finnish	case_propn		first	58.81188118811881	60.95
mBERT	Finnish	case_propn		last	98.41584158415841	96.2
mBERT	Finnish	case_propn	mBERT-char	first	37.62376237623762	35.45
mBERT	Finnish	case_propn	mBERT-char	last	88.51485148514851	90.2
mBERT	Finnish	case_propn	mBERT-rand-char	first	19.15841584158415	15.5
mBERT	Finnish	case_propn	mBERT-rand-char	last	48.01980198019802	47.05
mBERT	Finnish	case_propn	mBERT-rand-subw	first	17.574257425742566	14.65
mBERT	Finnish	case_propn	mBERT-rand-subw	last	76.83168316831684	80.75
mBERT	Finnish	case_verb		first	46.7142857142857	54.28571428571429
mBERT	Finnish	case_verb		last	93.80952380952381	95.71428571428574
mBERT	Finnish	case_verb	mBERT-char	first	33.33333333333333	28.571428571428573
mBERT	Finnish	case_verb	mBERT-char	last	83.3809523809524	84.04761904761907
mBERT	Finnish	case_verb	mBERT-rand-char	first	9.285714285714281	9.428571428571423
mBERT	Finnish	case_verb	mBERT-rand-char	last	32.80952380952381	28.095238095238095
mBERT	Finnish	case_verb	mBERT-rand-subw	first	10.666666666666663	9.71428571428571
mBERT	Finnish	case_verb	mBERT-rand-subw	last	71.95238095238095	66.28571428571428
mBERT	Finnish	degree_adj		first	81.05	74.5273631840796
mBERT	Finnish	degree_adj		last	88.75	85.22388059701493
mBERT	Finnish	degree_adj	mBERT-char	first	56.8	50.64676616915423
mBERT	Finnish	degree_adj	mBERT-char	last	78.85	67.363184079602
mBERT	Finnish	degree_adj	mBERT-rand-char	first	52.65	35.17412935323383
mBERT	Finnish	degree_adj	mBERT-rand-char	last	52.85	39.502487562189046
mBERT	Finnish	degree_adj	mBERT-rand-subw	first	56.55	46.91542288557214
